State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured
6,115,Yuba,California,CA,8,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,13.9,13577
8,1,Adams,Colorado,CO,4,25.0,78.1,22.2,22.0,24.1,6.6,60276
8,3,Alamosa,Colorado,CO,67,19.3,83.9,18.2,19.0,17.5,5.5,3261
8,5,Arapahoe,Colorado,CO,10,17.6,77.1,17.2,19.9,19.9,5.1,62694
8,7,Archuleta,Colorado,CO,80,17.87741935483871,90.9,15.256756756756756,18.888461538461538,19.633333333333336,3.9,2149
8,9,Baca,Colorado,CO,84,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,1043
8,11,Bent,Colorado,CO,88,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,1237
8,13,Boulder,Colorado,CO,9,10.3,69.3,10.9,16.8,14.3,3.8,39248
8,14,Broomfield,Colorado,CO,27,14.4,77.87307692307692,21.5,15.9,17.4,3.3,-2222
8,15,Chaffee,Colorado,CO,59,21.4,71.2,14.3,18.888461538461538,21.9,5.0,2324
8,17,Cheyenne,Colorado,CO,79,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,471
8,19,Clear Creek,Colorado,CO,37,17.87741935483871,77.87307692307692,12.9,18.888461538461538,19.633333333333336,1.0,1144
8,21,Conejos,Colorado,CO,88,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,2250
8,23,Costilla,Colorado,CO,88,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,1042
8,25,Crowley,Colorado,CO,87,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,889
8,27,Custer,Colorado,CO,80,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,655
8,29,Delta,Colorado,CO,49,24.5,75.8,17.8,26.9,21.8,7.4,5244
8,31,Denver,Colorado,CO,5,22.8,76.1,16.2,20.8,21.1,5.2,101192
8,33,Dolores,Colorado,CO,82,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,349
8,35,Douglas,Colorado,CO,12,11.4,77.7,11.4,15.6,8.9,4.0,27847
8,37,Eagle,Colorado,CO,47,15.0,71.9,13.8,15.5,14.2,0.5,7789
8,39,Elbert,Colorado,CO,38,21.1,77.87307692307692,9.8,12.4,19.3,2.1,2823
8,41,El Paso,Colorado,CO,10,17.1,78.1,18.0,18.9,20.2,4.0,71691
8,43,Fremont,Colorado,CO,49,20.9,79.3,15.1,23.5,25.6,4.8,6693
8,45,Garfield,Colorado,CO,47,8.7,70.2,11.6,20.4,20.1,5.5,6788
8,47,Gilpin,Colorado,CO,37,17.87741935483871,77.87307692307692,15.256756756756756,18.888461538461538,19.633333333333336,4.283333333333333,534
8,49,Grand,Colorado,CO,78,17.87741935483871,77.87307692307692,9.9,18.888461538461538,20.3,1.1,1874
8,51,Gunnison,Colorado,CO,80,17.87741935483871,77.87307692307692,6.8,13.9,19.633333333333336,1.1,2288
